ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.1015422077922078,0.48180883864337104,0.4938412906038805,0.9745360526675362,0.11490768806833838,0.10839864517945003,-0.13627485649959473,-1.569744490813783,-0.09078243387165275
